_id,chapter,questionId,question_text,subject,subtopic,year
jh78fwwdq1g6j4vvd7r8q1kvks7syt90,General Aptitude,2016-cs(set-a)-q.7,The 16-bit 2’s complement representation of an integer is 1111 1111 1111 0101; its decimal representation is __________.,General Aptitude,Verbal Reasoning,2016
jh76vp8fef38tzprx4d5kac0e17sydmf,General Aptitude,2016-ga-set-5-q.8,"Consider the following statements relating to the level of poker play of four players P, Q, R and S.
I. P always beats Q
II. R always beats S
III. S loses to P only sometimes
IV. R always loses to Q
Which of the following can be logically inferred from the above statements?
(i) P is likely to beat all the three other players
(ii) S is the absolute worst player in the set
(A) (i) only
(B) (ii) only
(C) (i) and (ii)
(D) neither (i) nor (ii)",General Aptitude,Logical Deduction,2016
jh72z28gg5y20q0nemwwnv21817sy2rf,General Aptitude,2016-cs(set-a)-q.8,We want to design a synchronous counter that counts the sequence 0-1-0-2-0-3 and then repeats. The minimum number of J-K flip-flops required to implement this counter is __________.,General Aptitude,Logical Deduction,2016
jh795022bwrmedfk339aswdb897sz5w5,General Aptitude,2016-ga-set-5-q.9,"If f(x) = 2x⁷ + 3x – 5, which of the following is a factor of f(x)?
(A) (x³+8)
(B) (x-1)
(C) (2x-5)
(D) (x+1)",General Aptitude,Algebra,2016
jh7461jpr2w20ew78zrxrsc1kx7syrnf,General Aptitude,2016-cs(set-a)-q.9,"A processor can support a maximum memory of 4 GB, where the memory is word-addressable (a word consists of two bytes). The size of the address bus of the processor is at least __________ bits.",General Aptitude,Algebra,2016
jh736ebb1mynakxah26xmv1ebh7sy94f,General Aptitude,2015-cs-q.1,Didn't you buy __________ when you went shopping?,General Aptitude,Grammar,2015
jh72h7c6h9zqrzq2na5jeygpbd7syhym,General Aptitude,2015-cs-q.10,"The number of students in a class who have answered correctly, wrongly, or not attempted each question in an exam, are listed in the table below. The marks for each question are also listed. There is no negative or partial marking.

What is the average of the marks obtained by the class in the examination?",General Aptitude,Data Interpretation,2015
jh7erqffg5rg12ppvkddh5c5px7szef3,Discrete Mathematics,2015-cs-q.11,"If g(x) = 1-x and h(x) = x/(x-1), then g(h(x))/h(g(x)) is:",Engineering Mathematics,functions,2015
jh7eka3qc6rbj0pm4yrwr3z6p57szghj,Calculus,2015-cs-q.12,lim(x->∞) x^(1/x) is,Engineering Mathematics,Limits,2015
jh71rrjb50kc7cnwh8rh0b2knn7sy3v2,Algorithms,2015-cs-q.13,"Match the following:
(P) Prim's algorithm for minimum spanning tree
(Q) Floyd-Warshall algorithm for all pairs shortest paths
(R) Mergesort
(S) Hamiltonian circuit
(i) Backtracking
(ii) Greedy method
(iii) Dynamic programming
(iv) Divide and conquer",Algorithms,greedy; dynamic programming and divide-and-conquer,2015
jh79wexpc4bf1vb9j5c47h2v1s7syxa0,Algorithms,2015-cs-q.14,"Which one of the following is the recurrence equation for the worst case time complexity of the Quicksort algorithm for sorting n (≥ 2) numbers? In the recurrence equations given in the options below, c is a constant.",Algorithms,Asymptotic worst case time and space complexity,2015
jh78t1j4pfqdc17vxnzxr9n3fs7szb7e,trees,2015-cs-q.15,The height of a tree is the length of the longest root-to-leaf path in it. The maximum and minimum number of nodes in a binary tree of height 5 are,Programming and Data Structures,trees,2015
jh7ch8tmdgsjrg4fqrx2jcma5h7sycq5,Software Testing,2015-cs-q.16,"Match the following:
(P) Condition coverage
(Q) Equivalence class partitioning
(R) Volume testing
(S) Alpha testing
(i) Black-box testing
(ii) System testing
(iii) White-box testing
(iv) Performance testing",General Aptitude,Levels and Types of Testing,2015
jh7bd632p1e5amwgt12s25bwph7szbza,binary search trees,2015-cs-q.17,"Which of the following is/are correct inorder traversal sequence(s) of binary search tree(s)?
I. 3, 5, 7, 8, 15, 19, 25
II. 5, 8, 9, 12, 10, 15, 25
III. 2, 7, 10, 8, 14, 16, 20
IV. 4, 6, 7, 9, 18, 20, 25",Programming and Data Structures,binary search trees,2015
jh79td5c84ayw93x2t0jh2hvms7syq0y,parsing,2015-cs-q.18,Which one of the following is TRUE at any valid state in shift-reduce parsing?,Compiler Design,parsing,2015
jh79vkp07edaa978trxc4v8pa17sy9je,Discrete Mathematics,2015-cs-q.19,Which one of the following is NOT equivalent to p ↔ q?,Engineering Mathematics,Propositional and first order logic,2015
jh70ggwpkegqf2tcjbpksn27vh7szvax,General Aptitude,2015-cs-q.2,"Which of the following options is the closest in meaning to the sentence below?
She enjoyed herself immensely at the party.",General Aptitude,Vocabulary,2015
jh7bdqzneetzy432cnycfbynn97szjfq,Discrete Mathematics,2015-cs-q.20,"For a set A, the power set of A is denoted by 2^A. If A = {5, {6}, {7}}, which of the following options are TRUE?
I. ∅ ∈ 2^A
II. ∅ ⊆ 2^A
III. {5, {6}} ∈ 2^A
IV. {5, {6}} ⊆ 2^A",Engineering Mathematics,Sets,2015
jh7bpecxbgnne8vg6tc3zxyp0x7szcxx,Digital Logic,2015-cs-q.21,Consider a 4-bit Johnson counter with an initial value of 0000. The counting sequence of this counter is,Digital Logic,Combinational and sequential circuits,2015
jh7fa907c32txgzbf8x086qf3x7sym9h,Computer Organization and Architecture,2015-cs-q.22,"For computers based on three-address instruction formats, each address field can be used to specify which of the following:
(S1) A memory operand
(S2) A processor register
(S3) An implied accumulator register",Computer Organization and Architecture,Machine instructions and addressing modes,2015
jh7c7zwm7504qgjvp8qx3y177x7sy5z1,Computer Networks,2015-cs-q.23,"Suppose two hosts use a TCP connection to transfer a large file. Which of the following statements is/are FALSE with respect to the TCP connection?
I. If the sequence number of a segment is m, then the sequence number of the subsequent segment is always m+1.
II. If the estimated round trip time at any given point of time is t sec, the value of the retransmission timeout is always set to greater than or equal to t sec.
III. The size of the advertised window never changes during the course of the TCP connection.
IV. The number of unacknowledged bytes at the sender is always less than or equal to the advertised window.",Computer Networks,TCP,2015
jh78cmszn6c03z7rkxq7jvjn417sz1vw,Symmetric Key Cryptography,2015-cs-q.24,Suppose that everyone in a group of N people wants to communicate secretly with the N-1 others using symmetric key cryptographic system. The communication between any two persons should not be decodable by the others in the group. The number of keys required in the system as a whole to satisfy the confidentiality requirement is,Computer Networks,Key Distribution,2015
jh7cvxp4n7w6hc67tby9wkebp57sy31s,Markup Languages,2015-cs-q.25,"Which of the following statements is/are FALSE?
I. XML overcomes the limitations in HTML to support a structured way of organizing content.
II. XML specification is not case sensitive while HTML specification is case sensitive.
III. XML supports user defined tags while HTML uses pre-defined tags.
IV. XML tags need not be closed while HTML tags must be closed.",Computer Networks,XML and HTML,2015
jh799b8h39y16sfq29bhfj7k9x7szcem,Computer Networks,2015-cs-q.26,Which one of the following fields of an IP header is NOT modified by a typical IP router?,Computer Networks,IPv4,2015
jh7arc2pkayps266qmd0mcnan17syy13,Computer Networks,2015-cs-q.27,"In one of the pairs of protocols given below, both the protocols can use multiple TCP connections between the same client and the server. Which one is that?",Computer Networks,HTTP; FTP,2015
jh7f2mhfc6w1qk3az3p528mqkn7sydx2,Theory of Computation,2015-cs-q.28,"For any two languages L₁ and L₂ such that L₁ is context-free and L₂ is recursively enumerable but not recursive, which of the following is/are necessarily true?
I. L₁' (complement of L₁) is recursive
II. L₂' (complement of L₂) is recursive
III. L₁ is context-free
IV. L₁ ∪ L₂ is recursively enumerable",Theory of Computation,Turing machines and undecidability,2015
jh7a1dnvmg86eykacr1mp92bas7sypcz,Operating System,2015-cs-q.29,"Consider a system with byte-addressable memory, 32-bit logical addresses, 4 kilobyte page size and page table entries of 4 bytes each. The size of the page table in the system in megabytes is __________.",Operating System,Memory management and virtual memory,2015
jh77fhap1y8azbw84hnpxq47ss7sy5cv,General Aptitude,2015-cs-q.3,Which one of the following combinations is incorrect?,General Aptitude,Vocabulary,2015
jh7f49t3mz92cehr9esbs7e40h7sypz2,concurrency and synchronization,2015-cs-q.30,"The following two functions P1 and P2 that share a variable B with an initial value of 2 execute concurrently.
P1() {
C = B - 1;
B = 2 * C;
}
P2() {
D = 2 * B;
B = D - 1;
}
The number of distinct values that B can possibly take after the execution is __________.",Operating System,concurrency and synchronization,2015
jh7enmbgjg2512anesawqmhgf17szmam,Databases,2015-cs-q.31,SELECT operation in SQL is equivalent to,Databases,SQL,2015
jh71a659ma01wg3x80jfn1564d7sykmz,Databases,2015-cs-q.32,A file is organized so that the ordering of data records is the same as or close to the ordering of data entries in some index. Then that index is called,Databases,"File organization, indexing (e.g., B and B+ trees)",2015
jh7dfxevv5ytszzp9zzq0jymhn7szp7r,Linear Algebra,2015-cs-q.33,"In the LU decomposition of the matrix [2 2; 4 9] if the diagonal elements of U are both 1, then the lower diagonal entry l₂₂ of L is __________.",Engineering Mathematics,LU decomposition,2015
jh72d6ktfa1cg5zdbm83my378n7sz7bs,Programming and Data Structures,2015-cs-q.34,"The output of the following C program is __________.
void f1(int a, int b) {
int c;
c=a; a=b; b=c;
}
void f2(int *a, int *b) {
int c;
c=*a; *a=*b; *b=c;
}
int main() {
int a=4, b=5, c=6;
f1(a,b);
f2(&b, &c);
printf(""%d"",c-a-b);
}",Programming and Data Structures,Programming in C,2015
jh707n8nrwbb0swxre2ac4jy8h7szvrr,binary search trees,2015-cs-q.35,What are the worst-case complexities of insertion and deletion of a key in a binary search tree?,Programming and Data Structures,binary search trees,2015
jh77gaz3m1bp472tz7w80sms897sznx6,Computer Networks,2015-cs-q.36,Suppose that the stop-and-wait protocol is used on a link with a bit rate of 64 kilobits per second and 20 milliseconds propagation delay. Assume that the transmission time for the acknowledgement and the processing time at nodes are negligible. Then the minimum frame size in bytes to achieve a link utilization of at least 50% is __________.,Computer Networks,approximate,2015
jh7ew8vrpajx7pd8jzd1swv1xs7szmzc,binary heaps,2015-cs-q.37,"Consider a max heap, represented by the array: 40, 30, 20, 10, 15, 16, 17, 8, 4.
Now consider that a value 35 is inserted into this heap. After insertion, the new heap is",Programming and Data Structures,binary heaps,2015
jh7c7a7tbxj21p3exfybfspbkn7syjnz,Software Testing,2015-cs-q.38,"Consider the following C program segment.
while(first <= last)
{
  if (array[middle] < search)
    first = middle + 1;
  else if (array[middle] == search)
    found = TRUE;
  else last = middle - 1;
  middle = (first + last)/2;
}
if (first > last)
  notPresent = TRUE;
The cyclomatic complexity of the program segment is __________.",General Aptitude,Cyclomatic Complexity,2015
jh73ky401vm78yqszrj6ztjqv17sy27y,Computer Networks,2015-cs-q.39,"Consider a LAN with four nodes S₁, S₂, S₃ and S₄. Time is divided into fixed-size slots, and a node can begin its transmission only at the beginning of a slot. A collision is said to have occurred if more than one node transmit in the same slot. The probabilities of generation of a frame in a time slot by S₁, S₂, S₃ and S₄ are 0.1, 0.2, 0.3 and 0.4, respectively. The probability of sending a frame in the first slot without any collision by any of these four stations is __________.",Computer Networks,Medium Access Control,2015
jh79m68k9rzqe35c4q90mnqk8n7szrfa,General Aptitude,2015-cs-q.4,"Based on the given statements, select the most appropriate option to solve the given question.

If two floors in a certain building are 9 feet apart, how many steps are there in a set of stairs that extends from the first floor to the second floor of the building?

Statements:
(I) Each step is 3/4 foot high.
(II) Each step is 1 foot wide.",General Aptitude,Data Sufficiency,2015
jh74eyn999090mtjmf7e82gwrn7syedw,Discrete Mathematics,2015-cs-q.40,"The binary operator ≠ is defined by the following truth table.
Which one of the following is true about the binary operator ≠?",Engineering Mathematics,"Monoids, Groups",2015
jh78gb6ek5755bhx4s1p77r2td7szdg2,Calculus,2015-cs-q.41,Σ (from x=1 to 99) 1/(x(x+1)) = __________,Engineering Mathematics,approximate,2015
jh71kzxeyvs6pabwe7n43fn4j97sy7nd,Discrete Mathematics,2015-cs-q.42,"Suppose L = {p,q,r,s, t} is a lattice represented by the following Hasse diagram:
For any x, y ∈ L, not necessarily distinct, x ∨ y and x ∧ y are join and meet of x, y, respectively. Let L³ = {(x, y, z): x, y, z ∈ L} be the set of all ordered triplets of the elements of L. Let pr be the probability that an element (x, y, z) ∈ L³ chosen equiprobably satisfies x ∨ (y ∧ z) = (x ∨ y) ∧ (x ∨ z). Then",Engineering Mathematics,partial orders and lattices,2015
jh73dgh24knzt14e735scgb7hx7syp59,Digital Logic,2015-cs-q.43,"Consider the operations
f(X,Y,Z) = X'YZ + XY' + Y'Z' and g(X,Y,Z) = X'YZ + X'YZ' + XY.
Which one of the following is correct?",Digital Logic,Boolean algebra,2015
jh77msvs6nnpsshwytpx10tw3h7szhh9,Discrete Mathematics,2015-cs-q.44,"Let G be a connected planar graph with 10 vertices. If the number of edges on each face is three, then the number of edges in G is __________.",Engineering Mathematics,Graphs,2015
jh7bzva4fxj6tbcpha5yxh126s7szwq7,Combinatorics,2015-cs-q.45,Let aₙ represent the number of bit strings of length n containing two consecutive 1s. What is the recurrence relation for aₙ?,Engineering Mathematics,recurrence relations,2015
jh7dtv388ztkvgbtg08skatmvd7syebp,Data flow analyses,2015-cs-q.46,"A variable x is said to be live at a statement Sᵢ in a program if the following three conditions hold simultaneously:
i. There exists a statement Sⱼ that uses x
ii. There is a path from Sᵢ to Sⱼ in the flow graph corresponding to the program
iii. The path has no intervening assignment to x including at Sᵢ and Sⱼ
The variables which are live both at the statement in basic block 2 and at the statement in basic block 3 of the above control flow graph are",Compiler Design,liveness analysis,2015
jh74w493fet544mfzgkc504tcn7sznrs,Intermediate code generation,2015-cs-q.47,The least number of temporary variables required to create a three-address code in static single assignment form for the expression q+r/3+s-t*5+u*v/w is __________.,Compiler Design,Intermediate code generation,2015
jh7f70x2xescgrg3qjvxxyqfa57syf80,Databases,2015-cs-q.48,"Consider an Entity-Relationship (ER) model in which entity sets E₁ and E₂ are connected by an m:n relationship R₁₂. E₁ and E₃ are connected by a 1:n (1 on the side of E₁ and n on the side of E₃) relationship R₁₃.
E₁ has two single-valued attributes a₁₁ and a₁₂ of which a₁₁ is the key attribute. E₂ has two single-valued attributes a₂₁ and a₂₂ of which a₂₁ is the key attribute. E₃ has two single-valued attributes a₃₁ and a₃₂ of which a₃₁ is the key attribute. The relationships do not have any attributes.
If a relational model is derived from the above ER model, then the minimum number of relations that would be generated if all the relations are in 3NF is __________.",Databases,ER-model,2015
jh75t4jev56mkgkwcvpxtdmp9n7sz0yf,Theory of Computation,2015-cs-q.49,Consider the DFAs M and N given above. The number of states in a minimal DFA that accepts the language L(M) ∩ L(N) is __________.,Theory of Computation,Regular expressions and finite automata,2015
jh7akctygfegyfawacmm4jn3cn7sz8nt,Probability and Statistics,2015-cs-q.5,"Given Set A = {2, 3, 4, 5} and Set B = {11, 12, 13, 14, 15}, two numbers are randomly selected, one from each set. What is the probability that the sum of the two numbers equals 16?",Engineering Mathematics,Conditional probability,2015
jh71xbxvh1jft8ss00snnbdf9h7szmm6,Theory of Computation,2015-cs-q.50,"Consider the NPDA (Q = {q₀, q₁, q₂}, Σ = {0,1}, Γ = {0,1,⊥}, δ, q₀, ⊥, F = {q₂}), where (as per usual convention) Q is the set of states, Σ is the input alphabet, Γ is the stack alphabet, δ is the state transition function, q₀ is the initial state, ⊥ is the initial stack symbol, and F is the set of accepting states. The state transition is as follows:
[Diagram of NPDA]
Which one of the following sequences must follow the string 101100 so that the overall string is accepted by the automaton?",Theory of Computation,Context-free grammars and push-down automata,2015
jh70hzcwgj8b5r9zef8hwsxctx7sz8r4,Graph traversals,2015-cs-q.51,"Let G = (V, E) be a simple undirected graph, and s be a particular vertex in it called the source. For x∈V, let d(x) denote the shortest distance in G from s to x. A breadth first search (BFS) is performed starting at s. Let T be the resultant BFS tree. If (u,v) is an edge of G that is not in T, then which one of the following CANNOT be the value of d(u) - d(v)?",Algorithms,Graph traversals,2015
jh74jjqx9q3ytj9pd0an1nsqqn7syy5m,Operating System,2015-cs-q.52,"Consider a uniprocessor system executing three tasks T₁, T₂ and T₃, each of which is composed of an infinite sequence of jobs (or instances) which arrive periodically at intervals of 3, 7 and 20 milliseconds, respectively. The priority of each task is the inverse of its period, and the available tasks are scheduled in order of priority, with the highest priority task scheduled first. Each instance of T₁, T₂ and T₃ requires an execution time of 1, 2 and 4 milliseconds, respectively. Given that all tasks initially arrive at the beginning of the 1st millisecond and task preemptions are allowed, the first instance of T₃ completes its execution at the end of __________ milliseconds.",Operating System,CPU and I/O scheduling,2015
jh78cbzfdwwd0800tnjgt581nh7sy553,Digital Logic,2015-cs-q.53,"A positive edge-triggered D flip-flop is connected to a positive edge-triggered JK flip-flop as follows. The Q output of the D flip-flop is connected to both the J and K inputs of the JK flip-flop, while the Q' output of the JK flip-flop is connected to the input of the D flip-flop. Initially, the output of the D flip-flop is set to logic one and the output of the JK flip-flop is cleared. Which one of the following is the bit sequence (including the initial state) generated at the Q output of the JK flip-flop when the flip-flops are connected to a free-running common clock? Assume that J = K = 1 is the toggle mode and J = K = 0 is the state-holding mode of the JK flip-flop. Both the flip-flops have non-zero propagation delays.",Digital Logic,Combinational and sequential circuits,2015
jh7btmp3tc234es4z9y40bekan7sy5ct,File systems,2015-cs-q.54,"Consider a disk pack with a seek time of 4 milliseconds and rotational speed of 10000 rotations per minute (RPM). It has 600 sectors per track and each sector can store 512 bytes of data. Consider a file stored in the disk. The file contains 2000 sectors. Assume that every sector access necessitates a seek, and the average rotational latency for accessing each sector is half of the time for one complete rotation. The total time (in milliseconds) needed to read the entire file is __________.",Operating System,approximate,2015
jh76h2dd6r2nzzexfcattrfheh7szs84,Computer Organization and Architecture,2015-cs-q.55,"Consider a non-pipelined processor with a clock rate of 2.5 gigahertz and average cycles per instruction of four. The same processor is upgraded to a pipelined processor with five stages; but due to the internal pipeline delay, the clock speed is reduced to 2 gigahertz. Assume that there are no stalls in the pipeline. The speed up achieved in this pipelined processor is __________.",Computer Organization and Architecture,"Instruction pipelining, pipeline hazards",2015
jh71fany4xzc2904exhgcd9ddh7sz2z9,Operating System,2015-cs-q.56,"Suppose the following disk request sequence (track numbers) for a disk with 100 tracks is given: 45, 20, 90, 10, 50, 60, 80, 25, 70. Assume that the initial position of the R/W head is on track 50. The additional distance that will be traversed by the R/W head when the Shortest Seek Time First (SSTF) algorithm is used compared to the SCAN (Elevator) algorithm (assuming that SCAN algorithm moves towards 100 when it starts execution) is __________ tracks.",Operating System,CPU and I/O scheduling,2015
jh74nbqths0j5a8jw6r7ck4wvs7syev7,Operating System,2015-cs-q.57,"Consider a main memory with five page frames and the following sequence of page references: 3, 8, 2, 3, 9, 1, 6, 3, 8, 9, 3, 6, 2, 1, 3. Which one of the following is true with respect to page replacement policies First In First Out (FIFO) and Least Recently Used (LRU)?",Operating System,Memory management and virtual memory,2015
jh75fhvjy7snzqdtv8ct5qgbvd7sz4v8,Calculus,2015-cs-q.58,The value of the integral from 1/π to 2/π of (cos(1/x)/x²) dx is __________.,Engineering Mathematics,Integration,2015
jh7cwpr8bap5waay14t1g614697szbze,Linear Algebra,2015-cs-q.59,"Consider the following 2 x 2 matrix A where two elements are unknown and are marked by a and b. The eigenvalues of this matrix are -1 and 7. What are the values of a and b?
A = [1 4; b a]",Engineering Mathematics,eigenvalues and eigenvectors,2015
jh7aprkz6p9kfkyyxx66np38bd7syj7t,General Aptitude,2015-cs-q.6,"Select the alternative meaning of the underlined part of the sentence.
The chain snatchers took to their heels when the police party arrived.",General Aptitude,Idioms and Phrases,2015
jh75qfcdg8kd35yvwjcp65grr17sybqh,Algorithms,2015-cs-q.60,"An algorithm performs (log N)¹ᐟ² find operations, N insert operations, (log N)¹ᐟ² delete operations, and (log N)¹ᐟ² decrease-key operations on a set of data items with keys drawn from a linearly ordered set. For a delete operation, a pointer is provided to the record that must be deleted. For the decrease-key operation, a pointer is provided to the record that has its key decreased. Which one of the following data structures is the most suited for the algorithm to use, if the goal is to achieve the best total asymptotic complexity considering all the operations?",Algorithms,Asymptotic worst case time and space complexity,2015
jh7cbfhfjh9evvtppvpxxxv0zs7syw3a,Databases,2015-cs-q.61,"Consider the following relations:
Student (Roll_No, Student_Name)
Performance (Roll_No, Course, Marks)
Consider the following SQL query.
SELECT S.Student_Name, sum(P.Marks)
FROM Student S, Performance P
WHERE S.Roll_No = P.Roll_No
GROUP BY S.Student_Name
The number of rows that will be returned by the SQL query is __________.",Databases,SQL,2015
jh7f0n2h10qxza78v0g1js0gtx7sysr5,Programming and Data Structures,2015-cs-q.62,"What is the output of the following C code? Assume that the address of x is 2000 (in decimal) and an integer requires four bytes of memory.
int main () {
  unsigned int x[4][3] =
    {{1,2,3},{4,5,6},{7,8,9},{10,11,12}};
  printf(""%u, %u, %u"", x+3, *(x+3), *(x+2)+3);
}",Programming and Data Structures,Programming in C,2015
jh760bz2hxcmqvjbf3q328wyb17syq8y,minimum spanning trees,2015-cs-q.63,"The graph shown below has 8 edges with distinct integer edge weights. The minimum spanning tree (MST) is of weight 36 and contains the edges: {(A, C), (B, C), (B, E), (E, F), (D, F)}. The edge weights of only those edges which are in the MST are given in the figure shown below. The minimum possible sum of weights of all 8 edges of this graph is __________.",Algorithms,minimum spanning trees,2015
jh73spt7wrp6k0ttqnzn2sjde57sydwz,Algorithms,2015-cs-q.64,"Consider the following C function.
int fun1(int n) {
  int i,j,k,p,q=0;
  for (i=1; i<n; ++i) {
    p=0;
    for (j=n; j>1; j=j/2)
      ++p;
    for (k=1; k<p; k=k*2)
      ++q;
  }
  return q;
}
Which one of the following most closely approximates the return value of the function fun1?",Algorithms,Asymptotic worst case time and space complexity,2015
jh77srqqzsfdn7gkr7xjt88gdh7sz4qj,OTHER: Program Logic,2015-cs-q.65,"Consider the following pseudo code, where x and y are positive integers.
begin
  q := 0
  r := x
  while r ≥ y do
  begin
    r := r - y
    q := q + 1
  end
end
The post condition that needs to be satisfied after the program terminates is",Programming and Data Structures,OTHER: Loop Invariants,2015
jh71cfz88veadqhzpvx89tgjmx7szjf4,General Aptitude,2015-cs-q.7,"The given statement is followed by some courses of action. Assuming the statement to be true, decide the correct option.
Statement:
There has been a significant drop in the water level in the lakes supplying water to the city.
Course of action:
(I) The water supply authority should impose a partial cut in supply to tackle the situation.
(II) The government should appeal to all the residents through mass media for minimal use of water.
(III) The government should ban the water supply in lower areas.",General Aptitude,Logical Deduction,2015
jh7evwh1xe2pwnedmjpt5r577x7sz2bb,General Aptitude,2015-cs-q.8,The pie chart below has the breakup of the number of students from different departments in an engineering college for the year 2012. The proportion of male to female students in each department is 5:4. There are 40 males in Electrical Engineering. What is the difference between the numbers of female students in the Civil department and the female students in the Mechanical department?,General Aptitude,Data Interpretation,2015
jh74e5p03m7ex8mmywy34a64817szk8g,Probability and Statistics,2015-cs-q.9,"The probabilities that a student passes in Mathematics, Physics and Chemistry are m, p, and c respectively. Of these subjects, the student has 75% chance of passing in at least one, a 50% chance of passing in at least two and a 40% chance of passing in exactly two. Following relations are drawn in m, p, c:
(I) p+m+c=27/20
(II) p+m+c=13/20
(III) (p)x(m)x(c) = 1/10",Engineering Mathematics,Conditional probability,2015
jh7dstw0sj11kwcztfprjsf9ws7sz2vr,Discrete Mathematics,2014-cs-cs-q.1,"Consider the statement

“Not all that glitters is gold”

Predicate glitters(x) is true if x glitters and predicate gold(x) is true if x is gold. Which one of the following logical formulae represents the above statement?",Engineering Mathematics,Propositional and first order logic.,2014
jh7ahmvxmg53sa3p2hkdka5y617szefc,Programming and Data Structures,2014-cs-cs-q.10,"Consider the following program in C language:

#include <stdio.h>
main()
{
    int i;
    int *pi = &i;

    scanf(""%d"", pi);
    printf(""%d\n"", i+5);
}

Which one of the following statements is TRUE?",Programming and Data Structures,Programming in C.,2014
jh753tc38f969qcr280641dzb97sy39r,Algorithms,2014-cs-cs-q.11,"Let G be a graph with n vertices and m edges. What is the tightest upper bound on the running time of Depth First Search on G, when G is represented as an adjacency matrix?",Algorithms,"Graph traversals, minimum spanning trees, shortest paths.",2014
jh7aew13fkeww37kab0h7t930d7sysdd,Algorithms,2014-cs-cs-q.12,Consider a rooted n node binary tree represented using pointers. The best upper bound on the time required to determine the number of subtrees having exactly 4 nodes is O(nª logᵇ n). Then the value of a + 10b is __________.,Algorithms,Asymptotic worst case time and space complexity.,2014
jh765p485v6er1atqdcee2sshx7sz973,Algorithms,2014-cs-cs-q.13,"Consider the directed graph given below.

Which one of the following is TRUE?",Algorithms,"Graph traversals, minimum spanning trees, shortest paths.",2014
jh751jd50t55sxzb48h2exyc697syf24,Algorithms,2014-cs-cs-q.14,Let P be a quicksort program to sort numbers in ascending order using the first element as the pivot. Let t₁ and t₂ be the number of comparisons made by P for the inputs [1 2 3 4 5] and [4 1 5 3 2] respectively. Which one of the following holds?,Algorithms,"Searching, sorting, hashing.",2014
jh75x798dh420xaamx3gmrpkd97sy7aq,Theory of Computation,2014-cs-cs-q.15,Which one of the following is TRUE?,Theory of Computation,"Regular and context-free languages, pumping lemma.",2014
jh791h87pgtjkcsyh9pb5rdvcs7szpa2,Theory of Computation,2014-cs-cs-q.16,"Consider the finite automaton in the following figure.

What is the set of reachable states for the input string 0011?",Theory of Computation,Regular expressions and finite automata.,2014
jh7a2yxfpghba48behkvy4w3j17sy0j0,Compiler Design,2014-cs-cs-q.17,Which one of the following is FALSE?,Compiler Design,"Data flow analyses: constant propagation, liveness analysis, common sub expression elimination.",2014
jh72649qfat2y5mnf4zkxv06vs7sy287,OTHER: Software Development Models,2014-cs-cs-q.18,"Match the following:

1) Waterfall model
2) Evolutionary model
3) Component-based software engineering
4) Spiral development

a) Specifications can be developed incrementally
b) Requirements compromises are inevitable
c) Explicit recognition of risk
d) Inflexible partitioning of the project into stages",OTHER: Software Engineering,OTHER: Model characteristics,2014
jh75ddjvmhwmhc38gf94cp5mvd7sydga,Operating System,2014-cs-cs-q.19,"Suppose a disk has 201 cylinders, numbered from 0 to 200. At some time the disk arm is at cylinder 100, and there is a queue of disk access requests for cylinders 30, 85, 90, 100, 105, 110, 135 and 145. If Shortest-Seek Time First (SSTF) is being used for scheduling the disk access, the request for cylinder 90 is serviced after servicing __________ number of requests.",Operating System,CPU and I/O scheduling.,2014
jh77s1yf9d8pwt1dv189fm7asd7sz1av,Probability and Statistics,2014-cs-cs-q.2,Suppose you break a stick of unit length at a point chosen uniformly at random. Then the expected length of the shorter stick is __________.,Engineering Mathematics,Random variables,2014
jh77hf1ekj2xne4hpszmwvy9j17szgd6,Operating System,2014-cs-cs-q.20,Which one of the following is FALSE?,Operating System,"System calls, processes, threads, inter-process communication, concurrency and synchronization.",2014
jh7f3dw9p1kxm952x2pjjr2ms57szwyj,Databases,2014-cs-cs-q.21,"Consider the relation scheme R = (E, F, G, H, I, J, K, L, M, N) and the set of functional dependencies {{E,F} → {G}, {F} → {I,J}, {E,H} → {K,L}, {K} → {M}, {L} → {N}} on R. What is the key for R?",Databases,"Integrity constraints, normal forms.",2014
jh7cf2r233x56zd5parxnhwawd7sy77b,Databases,2014-cs-cs-q.22,"Given the following statements:

S1: A foreign key declaration can always be replaced by an equivalent check assertion in SQL.
S2: Given the table R (a, b, c) where a and b together form the primary key, the following is a valid table definition.
CREATE TABLE S (
  a INTEGER,
  d INTEGER,
  e INTEGER,
  PRIMARY KEY (d),
  FOREIGN KEY (a) references R)

Which one of the following statements is CORRECT?",Databases,"Relational model: relational algebra, tuple calculus, SQL.",2014
jh70vqjg17rhc5xtgdcjy9t8h17szvj4,Computer Networks,2014-cs-cs-q.23,"Consider the following three statements about link state and distance vector routing protocols, for a large network with 500 network nodes and 4000 links.

[S1] The computational overhead in link state protocols is higher than in distance vector protocols.
[S2] A distance vector protocol (with split horizon) avoids persistent routing loops, but not a link state protocol.
[S3] After a topology change, a link state protocol will converge faster than a distance vector protocol.

Which one of the following is correct about S1, S2, and S3 ?",Computer Networks,"Routing protocols: shortest path, flooding, distance vector and link state routing;",2014
jh76a2vmq1x4tnfq66kbkpnq8d7szryf,OTHER: Cryptography,2014-cs-cs-q.24,"Which of the following are used to generate a message digest by the network security protocols?
(P) RSA
(Q) SHA-1
(R) DES
(S) MD5",OTHER: Network Security,OTHER: Hash functions,2014
